target_id,paper_page,pdf_page,paper_caption,caption_status,source_pdf,source_pdf_sha256,crop_method,crop_status,crop_bbox_pdf_points,render_zoom,nominal_dpi,embedded_raster_note,asset,asset_exists,asset_bytes,width_px,height_px,asset_sha256,stage_b_quality
4.8,93,109,Figure 4.8. Unstable manifold trajectories from an L1 quasi-vertical orbit (red) and the unstable trajectories from the associated periodic halo orbit (black) in the Earth-Moon system.,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[108.0,429.787,540.0,616.627]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_4_8_original.png,True,537037,1899,868,7f0071a190882bb3e9f652c95bcc87ce2f573c0fb6b8ecd71894dee00ce183d2,pass
5.1,96,112,"Figure 5.1. Single Sun-Earth L1 quasi-vertical trajectory propagated for (a) 325 days, (b) 1,068 days, and (c) 2,182 days.",pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_union,"[153.212,71.005,494.789,389.147]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_1_original.png,True,340882,1519,1420,49865fa6decda4832ff6f78462af0699451772c6d5dd004544c02caaf98aced9,pass
5.2,98,114,Figure 5.2. Eclipsing geometry of the Sun and the Moon.,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[108.0,233.234,540.001,354.649]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_2_original.png,True,119735,1899,594,190fca15493d51626c8f3395914c30dc7290d57d4d0ce95f81dcad6c76c51aa2,pass
5.3,100,116,Figure 5.3. Earth-Moon-spacecraft line of sight geometry.,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[108.0,71.01,540.001,176.656]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_3_original.png,True,59946,1899,527,014e12cdc8b9f9576fee374cb4a39ac80cdbb7764a646a52fe043d16031b6723,pass
5.4,101,117,Figure 5.4. Sun-Earth-Moon geometry over two lunar synodic periods,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[183.601,233.06,464.409,424.223]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_4_original.png,True,161517,1263,887,e4222eb994902699a6151e57d2d908e326df71d2ea123a202a4905841ffe7404,pass
5.5,102,118,"Figure 5.5. Quasi-DRO with a mapping time of 14.75 days (grey) and the associated planar periodic DRO (green). A trajectory segment (blue) is propagated for 10 returns through the stroboscopic map, or 147.5 days, where the red circle indicates the beginning of the trajectory. The initial invariant curve is plotted in black",pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[183.601,252.485,464.413,433.688]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_5_original.png,True,294824,1263,845,c437f9751796c329eea2d3c3dea5070ea3a1fdd965f2bc62ed8d2927d5b43de8,pass
5.6,103,119,"Figure 5.6. Quasi-DRO trajectories converged in the Sun-Earth-Moon ephemeris model, where the insertion condition is in denoted by the red circle for (a) θ1 = 0◦, (b) θ1 = 24◦, (c) θ1 = 80◦, and (d) θ1 = 120◦. The lunar shadow is rendered in grey.",pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_union,"[124.065,125.554,521.985,450.893]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_6_original.png,True,461689,1755,1450,4fdd62c1b93662a95286fdaf75bce74943c0a179367b0305028b16b886f8cb7a,pass
5.7,104,120,"Figure 5.7. Quasi-DRO trajectories converged in the Sun-Earth-Moon ephemeris model, where the insertion condition is in denoted by the red circle. The insertion epochs for each trajectory are (a) June 1, 2020, (b) June 4, 2020, (c) June 10, 2020, and (d) June 15, 2020. The lunar shadow is rendered in grey.",pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_union,"[124.065,233.233,521.985,558.573]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_7_original.png,True,469993,1755,1451,14ae7c29ccda47fb38256f491fa2a0afadfd4b1dd5d499b78137b373af164537,pass
5.8,106,122,"Figure 5.8. (a) Originating unstable halo orbit (blue), quasi-halo orbit torus used for a transfer initial guess (grey), and the destination planar Lyapunov orbit. (b) Converged transfer from an unstable halo orbit to a planar Lyapunov orbit in the Earth-Moon system.",pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[117.967,71.007,526.132,240.211]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_8_original.png,True,338111,1798,794,71d96e470416029ba8a7abdc03499a2ef429a568d47e9a3d648bdf29adbc6585,pass
5.9,107,123,"Figure 5.9. Departure (blue) and destination (red) NRHOs, with two potential departure locations (light blue) that intersect the torus projection (grey).",pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[216.0,144.631,432.007,374.752]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_9_original.png,True,201536,991,1050,11f8b4f8136b065014cbf622aaebe1f3c7ac117ec16734e0442685da795b29a1,pass
5.10,108,124,Figure 5.10. Converged transfer trajectories for (a) departure location 1 and (b) departure location 2.,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[120.199,103.221,523.899,319.223]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_10_original.png,True,381531,1780,991,590a22803a9e98c9df5170b0c26c985bf90409b727c6cd5d72f08dd3f396bf4e,pass
5.11,109,125,"Figure 5.11. Converged transfer trajectories from an rp = 12, 610 km NRHO to an rp = 4, 800 km NRHO.",pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[108.0,71.018,539.999,287.01]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_11_original.png,True,350334,1898,991,f17ece2e4b095f830824b107125b5f1e8f4138e468e62446aa792bd46b190b90,pass
5.12,109,125,Figure 5.12. Rendezvous maneuver size as a function of the time relative to the baseline arrival time.,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[183.601,387.239,464.381,529.432]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_12_original.png,True,59016,1263,681,86c93f8f851dc83a1b23a763bafb644e1a6d49094884f8a49923452b4610f00f,pass
5.13,111,127,Figure 5.13. Periapsis heat map from the stable manifolds of a Sun- Earth L1 Lissajous orbit,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[162.0,71.01,485.997,300.026]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_13_original.png,True,476006,1445,1046,470f92284faf10c6bd93907569d9b63065e865d7dd31a491516acf4d1c8adbb2,pass
5.14,112,128,Figure 5.14. (a) 3D view and (b) ˆxˆy projection of a transfer from LEO to quasi-periodic Sun-Earth L1 Lissajous orbit.,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_union,"[186.499,117.042,460.61,579.179]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_5_14_original.png,True,361293,1235,2025,6e973b37cf29a2fe45af8534b3a3337f485aefbfade3b8c78b8ac9649ef7da11,pass
