metric_id,target_id,priority_core,metric,paper_value_or_target,project_result,error_or_status,unit,evidence_artifact,evidence_type,verification_status,boundary
M0079,3.14,true,动力学/校正残差,原论文未报告（本项目验证指标）,curve residuals in CSV,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter3_corrected_constant_frequency_families.csv,authoritative validation/per-figure audit,accepted,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价
M0080,3.14,true,Jacobi 一致性,原论文未报告（本项目验证指标）,Jacobi span in CSV,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter3_corrected_constant_frequency_families.csv,authoritative validation/per-figure audit,accepted,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价
M0081,3.14,true,数据源范围/target_jacobi,原论文未报告（当前数据源内部范围）,target_jacobi: 3.0011..3.1182,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter3_corrected_constant_frequency_families.csv,direct CSV range,accepted,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价
M0082,3.14,true,数据源范围/base_jacobi,原论文未报告（当前数据源内部范围）,base_jacobi: 3.04377092937..3.12009591246,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter3_corrected_constant_frequency_families.csv,direct CSV range,accepted,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价
M0083,3.15,true,论文目标/关键物理量,constant-frequency quasi-vertical JC and mapping-time curves; omega1/omega0=9.441,L2 quasi-vertical Jacobi and mapping time,accepted,见字段文本；未明确者【待核实】,data/computed/chapter3_corrected_constant_frequency_families.csv,authoritative validation/per-figure audit,accepted,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价
M0084,3.15,true,动力学/校正残差,原论文未报告（本项目验证指标）,curve residuals in CSV,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter3_corrected_constant_frequency_families.csv,authoritative validation/per-figure audit,accepted,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价
M0085,3.15,true,Jacobi 一致性,原论文未报告（本项目验证指标）,Jacobi span in CSV,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter3_corrected_constant_frequency_families.csv,authoritative validation/per-figure audit,accepted,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价
M0086,3.15,true,数据源范围/target_jacobi,原论文未报告（当前数据源内部范围）,target_jacobi: 3.0011..3.1182,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter3_corrected_constant_frequency_families.csv,direct CSV range,accepted,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价
M0087,3.15,true,数据源范围/base_jacobi,原论文未报告（当前数据源内部范围）,base_jacobi: 3.04377092937..3.12009591246,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter3_corrected_constant_frequency_families.csv,direct CSV range,accepted,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价
M0088,3.16,true,论文目标/关键物理量,"constant-mapping-time quasi-DRO tori; T0=14.74 day; JC=2.9225,2.9221,2.9215,2.9212",constant-mapping-time quasi-DRO tori rendered directly from the accepted fixed-mapping-time Route H quasi-DRO source branch; rho 1.445863346020272..1.457169483818128 rad; max abs z 10969.67553863909..14573.10318409037 km; 30 rows >= 10500 km and 29 rows >= 11000 km; mapping time 14.74932760227518 days,boundary,见字段文本；未明确者【待核实】,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv;data/computed/chapter3_fixed_mapping_cache_accepted_validation.csv;data/computed/mccarthy2018_staged_goal_gate_status.csv;data/computed/chapter3_fixed_mapping_cache_audit.csv,authoritative validation/per-figure audit,boundary,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。
M0089,3.16,true,动力学/校正残差,原论文未报告（本项目验证指标）,Route H max map residual 6.469474407020314e-10; source audit rows 30,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv;data/computed/chapter3_fixed_mapping_cache_accepted_validation.csv;data/computed/mccarthy2018_staged_goal_gate_status.csv;data/computed/chapter3_fixed_mapping_cache_audit.csv,authoritative validation/per-figure audit,boundary,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。
M0090,3.16,true,Jacobi 一致性,原论文未报告（本项目验证指标）,max curve Jacobi span 7.759926035078024e-11; max one-map Jacobi drift 7.760059261840979e-11; max ten-return Jacobi span 5.773159728050814e-15,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv;data/computed/chapter3_fixed_mapping_cache_accepted_validation.csv;data/computed/mccarthy2018_staged_goal_gate_status.csv;data/computed/chapter3_fixed_mapping_cache_audit.csv,authoritative validation/per-figure audit,boundary,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。
M0091,3.16,true,周期/相位闭合,原论文未报告（本项目验证指标）,max one-map phase return error 7.748787386537029e-11,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv;data/computed/chapter3_fixed_mapping_cache_accepted_validation.csv;data/computed/mccarthy2018_staged_goal_gate_status.csv;data/computed/chapter3_fixed_mapping_cache_audit.csv,authoritative validation/per-figure audit,boundary,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。
M0092,3.16,true,数据源范围/jacobi,原论文未报告（当前数据源内部范围）,jacobi: 2.92205932619..2.9222548409,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv,direct CSV range,boundary,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。
M0093,3.16,true,数据源范围/map_residual_norm,原论文未报告（当前数据源内部范围）,map_residual_norm: 4.08167807305e-13..6.46947440702e-10,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv,direct CSV range,boundary,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。
M0094,3.17,true,论文目标/关键物理量,constant-mapping-time quasi-DRO z-amplitude and JC versus rho; T0=14.74 day; digitized rho about 1.436..1.510,rho-amplitude-Jacobi trends with the audited Route H branch plotted as the numerical source layer; accepted fixed-mapping-time Route H quasi-DRO source branch; rho 1.445863346020272..1.457169483818128 rad; max abs z 10969.67553863909..14573.10318409037 km; 30 rows >= 10500 km and 29 rows >= 11000 km; mapping time 14.74932760227518 days,diagnostic,见字段文本；未明确者【待核实】,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv;data/computed/chapter3_fixed_mapping_cache_accepted_validation.csv;data/computed/mccarthy2018_staged_goal_gate_status.csv;data/computed/chapter3_fixed_mapping_cache_audit.csv,authoritative validation/per-figure audit,diagnostic,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。
M0095,3.17,true,动力学/校正残差,原论文未报告（本项目验证指标）,Route H max map residual 6.469474407020314e-10; source audit rows 30,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv;data/computed/chapter3_fixed_mapping_cache_accepted_validation.csv;data/computed/mccarthy2018_staged_goal_gate_status.csv;data/computed/chapter3_fixed_mapping_cache_audit.csv,authoritative validation/per-figure audit,diagnostic,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。
M0096,3.17,true,Jacobi 一致性,原论文未报告（本项目验证指标）,max curve Jacobi span 7.759926035078024e-11; max one-map Jacobi drift 7.760059261840979e-11; max ten-return Jacobi span 5.773159728050814e-15,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv;data/computed/chapter3_fixed_mapping_cache_accepted_validation.csv;data/computed/mccarthy2018_staged_goal_gate_status.csv;data/computed/chapter3_fixed_mapping_cache_audit.csv,authoritative validation/per-figure audit,diagnostic,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。
M0097,3.17,true,周期/相位闭合,原论文未报告（本项目验证指标）,max one-map phase return error 7.748787386537029e-11,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv;data/computed/chapter3_fixed_mapping_cache_accepted_validation.csv;data/computed/mccarthy2018_staged_goal_gate_status.csv;data/computed/chapter3_fixed_mapping_cache_audit.csv,authoritative validation/per-figure audit,diagnostic,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。
M0098,3.17,true,数据源范围/jacobi,原论文未报告（当前数据源内部范围）,jacobi: 2.92205932619..2.9222548409,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv,direct CSV range,diagnostic,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。
M0099,3.17,true,数据源范围/map_residual_norm,原论文未报告（当前数据源内部范围）,map_residual_norm: 4.08167807305e-13..6.46947440702e-10,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv,direct CSV range,diagnostic,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。
M0100,4.1,true,论文目标/关键物理量,Earth-Moon L2 quasi-halo; JC=3.044; N=25; stability index nu=1.3837,N=25 corrected L2 quasi-halo DG at paper-reported Jacobi precision; nu error 1.61084451932858e-06; unstable-ring relative span 9.995639762656813e-07; N=25; original replacement status: dg_target_reproduced_geometry_not_yet_thesis_equivalent,boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_fig41_reported_precision_audit.csv;data/computed/chapter4_fig41_reported_precision_spectrum.csv,authoritative validation/per-figure audit,boundary,"The raw N=25 DG spectrum and nu=1.3837 target are reproduced at an internal Jacobi value that rounds to the paper's 3.044, but the accepted member is a near-periodic small-amplitude torus and does not yet prove the finite-amplitude geometry in panel (a)."
M0101,4.1,true,动力学/校正残差,原论文未报告（本项目验证指标）,"worst source residual: 1.994777522724045e-11; accepted rows: 1; DG dependency: 150 raw DG eigenvalues; 25 unstable, 100 unit, 25 stable",按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig41_reported_precision_audit.csv;data/computed/chapter4_fig41_reported_precision_spectrum.csv,authoritative validation/per-figure audit,boundary,"The raw N=25 DG spectrum and nu=1.3837 target are reproduced at an internal Jacobi value that rounds to the paper's 3.044, but the accepted member is a near-periodic small-amplitude torus and does not yet prove the finite-amplitude geometry in panel (a)."
M0102,4.1,true,Jacobi 一致性,原论文未报告（本项目验证指标）,3.641531520770513e-14,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig41_reported_precision_audit.csv;data/computed/chapter4_fig41_reported_precision_spectrum.csv,authoritative validation/per-figure audit,boundary,"The raw N=25 DG spectrum and nu=1.3837 target are reproduced at an internal Jacobi value that rounds to the paper's 3.044, but the accepted member is a near-periodic small-amplitude torus and does not yet prove the finite-amplitude geometry in panel (a)."
M0103,4.1,true,稳定性指标误差,见原文目标或原论文未报告,See Chapter 4 DG source-layer audit,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig41_reported_precision_audit.csv;data/computed/chapter4_fig41_reported_precision_spectrum.csv,authoritative validation/per-figure audit,boundary,"The raw N=25 DG spectrum and nu=1.3837 target are reproduced at an internal Jacobi value that rounds to the paper's 3.044, but the accepted member is a near-periodic small-amplitude torus and does not yet prove the finite-amplitude geometry in panel (a)."
M0104,4.1,true,逐图源层最佳指标,Earth-Moon L2 quasi-halo; JC=3.044; N=25; stability index nu=1.3837,nu error 1.61084451932858e-06; unstable-ring relative span 9.995639762656813e-07; N=25,dg_target_reproduced_geometry_not_yet_thesis_equivalent,见字段文本；未明确者【待核实】,data/computed/chapter4_fig41_reported_precision_audit.csv;data/computed/chapter4_fig41_reported_precision_spectrum.csv,authoritative validation/per-figure audit,boundary,"The raw N=25 DG spectrum and nu=1.3837 target are reproduced at an internal Jacobi value that rounds to the paper's 3.044, but the accepted member is a near-periodic small-amplitude torus and does not yet prove the finite-amplitude geometry in panel (a)."
M0105,4.1,true,数据源范围/target_jacobi,原论文未报告（当前数据源内部范围）,target_jacobi: 3.0436..3.0444,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_fig41_reported_precision_audit.csv,direct CSV range,boundary,"The raw N=25 DG spectrum and nu=1.3837 target are reproduced at an internal Jacobi value that rounds to the paper's 3.044, but the accepted member is a near-periodic small-amplitude torus and does not yet prove the finite-amplitude geometry in panel (a)."
M0106,4.1,true,数据源范围/reported_jacobi_3dp,原论文未报告（当前数据源内部范围）,reported_jacobi_3dp: 3.044,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_fig41_reported_precision_audit.csv,direct CSV range,boundary,"The raw N=25 DG spectrum and nu=1.3837 target are reproduced at an internal Jacobi value that rounds to the paper's 3.044, but the accepted member is a near-periodic small-amplitude torus and does not yet prove the finite-amplitude geometry in panel (a)."
M0107,4.2,true,论文目标/关键物理量,L1 constant-energy quasi-halo stability index versus T0; JC=3.1389; include associated periodic halo anchor,accepted L1 constant-energy quasi-halo DG stability family plus native-PDF digitized reference; digitized overlap 13 rows; coverage 0.8902665099213599; RMSE/max stability-index error 0.3710034126027414/0.5108820184630076; overlap acceptance true; original replacement status: pointwise_paper_overlap_pass_full_curve_fold_tail_pending,boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_fig42_stability_family_audit.csv;data/computed/chapter4_fig42_digitized_comparison_audit.csv;data/digitized/fig_4_2_computed_vs_digitized.csv,authoritative validation/per-figure audit,boundary,The native-PDF curve has been digitized and the common interval passes the pointwise uncertainty gate. Full curve coverage remains false: the accepted DG branch stops 0.04945011318863024 days before the digitized thesis endpoint; no tail values are extrapolated.
M0108,4.2,true,动力学/校正残差,原论文未报告（本项目验证指标）,worst source residual: 9.322175255756186e-10; accepted rows: 16; DG dependency: 216 halo rows; 396 high-order rows; 378 PALC rows; 54 vertical rows,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig42_stability_family_audit.csv;data/computed/chapter4_fig42_digitized_comparison_audit.csv;data/digitized/fig_4_2_computed_vs_digitized.csv,authoritative validation/per-figure audit,boundary,The native-PDF curve has been digitized and the common interval passes the pointwise uncertainty gate. Full curve coverage remains false: the accepted DG branch stops 0.04945011318863024 days before the digitized thesis endpoint; no tail values are extrapolated.
M0109,4.2,true,稳定性指标误差,见原文目标或原论文未报告,See Chapter 4 DG source-layer audit,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig42_stability_family_audit.csv;data/computed/chapter4_fig42_digitized_comparison_audit.csv;data/digitized/fig_4_2_computed_vs_digitized.csv,authoritative validation/per-figure audit,boundary,The native-PDF curve has been digitized and the common interval passes the pointwise uncertainty gate. Full curve coverage remains false: the accepted DG branch stops 0.04945011318863024 days before the digitized thesis endpoint; no tail values are extrapolated.
M0110,4.2,true,逐图源层最佳指标,L1 constant-energy quasi-halo stability index versus T0; JC=3.1389; include associated periodic halo anchor,digitized overlap 13 rows; coverage 0.8902665099213599; RMSE/max stability-index error 0.3710034126027414/0.5108820184630076; overlap acceptance true,pointwise_paper_overlap_pass_full_curve_fold_tail_pending,见字段文本；未明确者【待核实】,data/computed/chapter4_fig42_stability_family_audit.csv;data/computed/chapter4_fig42_digitized_comparison_audit.csv;data/digitized/fig_4_2_computed_vs_digitized.csv,authoritative validation/per-figure audit,boundary,The native-PDF curve has been digitized and the common interval passes the pointwise uncertainty gate. Full curve coverage remains false: the accepted DG branch stops 0.04945011318863024 days before the digitized thesis endpoint; no tail values are extrapolated.
M0111,4.2,true,数据源范围/curve_residual_norm,原论文未报告（当前数据源内部范围）,curve_residual_norm: 9.9573414006e-13..9.32217525576e-10,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_fig42_stability_family_audit.csv,direct CSV range,boundary,The native-PDF curve has been digitized and the common interval passes the pointwise uncertainty gate. Full curve coverage remains false: the accepted DG branch stops 0.04945011318863024 days before the digitized thesis endpoint; no tail values are extrapolated.
M0112,4.2,true,数据源范围/determinant_error,原论文未报告（当前数据源内部范围）,determinant_error: 3.98818755798e-11..3.66648311712e-09,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_fig42_stability_family_audit.csv,direct CSV range,boundary,The native-PDF curve has been digitized and the common interval passes the pointwise uncertainty gate. Full curve coverage remains false: the accepted DG branch stops 0.04945011318863024 days before the digitized thesis endpoint; no tail values are extrapolated.
M0113,4.3,true,论文目标/关键物理量,"L1 quasi-halo +x unstable manifold; JC=3.1389; snapshots=7.79,9.75,11.39,13.02 day",corrected L1 quasi-halo +x fixed-time full-torus unstable-manifold snapshots at four paper times; accepted 4/4; K=4/M=121/N=9; configuration reach surface_x_max=1.054153988911009; local STM max relative error=5.101872436519272e-05; max J drift (combined_history_snapshot_jacobi_drift_max)=3.446132268436486e-12; max independent error (batched_vs_independent_max_abs_error)=2.019686640153395e-10; original replacement status: numerical_fixed_time_manifold_and_configuration_reach_pass_projection_holdout_failed_boundary,boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0114,4.3,true,动力学/校正残差,原论文未报告（本项目验证指标）,worst source residual: 9.322175255756186e-10; accepted rows: 4; DG dependency: corrected L1 DG eigenvectors and manifold validation row,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0115,4.3,true,Jacobi 一致性,原论文未报告（本项目验证指标）,3.446132268436486e-12,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0116,4.3,true,周期/相位闭合,原论文未报告（本项目验证指标）,manifold growth ratio: 1.00533818825662..1.173203240381821; manifold dependency: data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0117,4.3,true,稳定性指标误差,见原文目标或原论文未报告,See Chapter 4 DG source-layer audit,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0118,4.3,true,逐图源层最佳指标,"L1 quasi-halo +x unstable manifold; JC=3.1389; snapshots=7.79,9.75,11.39,13.02 day",accepted 4/4; K=4/M=121/N=9; configuration reach surface_x_max=1.054153988911009; local STM max relative error=5.101872436519272e-05; max J drift (combined_history_snapshot_jacobi_drift_max)=3.446132268436486e-12; max independent error (batched_vs_independent_max_abs_error)=2.019686640153395e-10,numerical_fixed_time_manifold_and_configuration_reach_pass_projection_holdout_failed_boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0119,4.3,true,数据源范围/snapshot_time_error_days,原论文未报告（当前数据源内部范围）,snapshot_time_error_days: -1.7763568394e-15..0,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv,direct CSV range,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0120,4.3,true,数据源范围/source_curve_residual,原论文未报告（当前数据源内部范围）,source_curve_residual: 9.32217525576e-10,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv,direct CSV range,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
